User ID,Anonymized User ID,Course Specific Anonymized User ID
9447,fae73678e9407c55973953c389e4f2e5,44cb8c0dce4ac5ab00cab69df32e14c1
30731,c7004a538e9dd05cb03a85ba3f77e646,23251413a720ccc9fdb947e39b517d2f
44146,79f8c07051633e0d60261a83452a1e8c,e8d9160dee0b5a0e5ce47361a1d0af8c
68800,3e814c06a4f013009b29d2ad11f7a4df,b520e13f07fb5513c1d250a934ceeced
103159,e9708ee65c3cae00394f632d81c1b530,6a6639a01658a323e2fae59ccac7751e
190181,187c13ae9fa0ff00db5e323610357c65,6f1f4c751337846b08bb1eed0109e098
206247,5d2e285a415f42c8547f4fa7c30d333f,5fae34b126ace722716fa6f1423688e8
210936,8cf0a758078cf0bdc12760ea50fd2fd1,c3ffcd76c75629c14efb703684344ad3
241771,66f10318dfe11af3d8437451b81e4a0c,59d6d63d644cddeeb8dd32393a3a63e7
295127,60686a1deea7d09ed8c97994cd771e49,50af87a158a9dd414b335e13dc828942
317898,b8a36ecaef7ba5aac0254de71b34a755,e32c3985a907ae2b26815c53f534c1d0
335207,2d5d03c1fd770f64f761be13bab48cb4,d9f58883254323e1b8d9a28b24254432
357331,8e56b2ff2bd747d3cec264d56e71e496,0fc6172fe47c5cdbfb52e946a043bf0e
365771,934f92b25fc4819d217f19e2014c1ecd,ce78deb4d3c81a3bbbb39549deb27e03
367044,81252d85e68696f0b4eac21a85f1c114,4b172ad25511329132ff116dfd938342
368132,a932efc54fb621a93377a746e4063fc4,6f05bf94ff9120b8156c66843ce5e499
371423,067ff96fff534d88d3c0db10703c1458,c84e9a8300c816a56355bdac572a4443
376931,2e0368c0d9e983964cb3e9aafae3b67c,a6ef86490dc4220b4f5e6b2a916a46f4
495125,fe7699f961fdab06ca72c3f001f198ab,52312df9d62d62e2bf0b248679e0ff74
624246,2be57b525655f6b6ed88a7d7a7361758,708751efa46d7e1895faef2918a9e5e6
775211,95944a83dd596424d1661bd1c0e24886,89e84bd3e356c3bbe2692d49afc3038d
789145,860eb6be2d5e02b5b2d034dfa6f8d221,3796dd35bcdf87fa79f99f1fe42e28cd
810099,625ea140739626b3ec6d25ca50b5eaec,6a9862a0b5f03787674afa132640247c
903542,874ce810852aae596cf998c0c03b339f,dc7e5336a1f2ecfdeb84f65a176366d9
936888,55ed30a04f673108e2a520bd06173503,6590afb100764a0517614595546398a8
1057293,1d6973448a797c18c98c3b4082a8dd69,bcf1b6919c57b4a3ccc838f6cfcc9237
1062533,7d6767b02615d3d282c23d8a2adec766,f834459bba5ee667fb0b5599cb7619c3
1087447,d9720dd3532711cab005b42e1bd9fcb1,f1af60d344d44d4f9f3b32910d930f60
1097380,baa80ad6dbf23ccf609b972c56ea6a6f,bcf8965ed39630b5a6ebe41d9743afdf
1156442,df252511d0a4e1962d42998569090249,1de3b945be5562bc154b669a85f15cd0
1182214,d0885e1440c5160025630d5d12d9cb5d,9318403b7f7a6c4f6ab3361e507a3319
1215146,82e84cd2bfc07793dc80acefff3803b9,3f3cc02f28df4d42680e9c9889f8ebf5
1244590,1fc9b667880a38349ca6e7133d489b14,361e79455985f3421446d3e724dca799
1276518,fb1b4d05c48b9dff8321a56ad7f1b17c,b8a0a5b89fe6694b78b46886ddeca0d8
1422821,75e31b6c20b9c6515d76207cd621d47f,0f059e33b70f280c8e6e1cd75fa380bc
1593283,ba6ba423e9f8537cc99eee55a74adc02,edec62e6e449eded9fa7883736ba1162
1650447,e125ebcec54cdbc92b4e74b25ead66ab,a398ca997205de2eab474613fc52ff68
1659162,b915144801020f1ae91bb95901b6f90d,9a7775ff2463724cb42e26afddd855ec
1695772,8f4f1c60fc0d285c904be738c0480bb4,3791d9dba20f3c1377b51a857089d757
1740698,b736131430a883ce62cd35bd37ec73f9,0a35dbf8433246ac2ff7a21a43f9f22e
1773888,ace6699d59a631067d0e66a09e9b3494,760b1fe316533a52fab262260487b31c
1798207,29d7bf808008aea1e0d549402b4994fd,b726b726fec58cc39b42bae15a99c869
1811477,472a1896f4703348d4f48ad5d0135d61,6423abf6278d40d60063189b238c4ad0
1829269,12087ecf43869aa0db32c1747bd051dc,9083ae05632999d047a2c03ffd4527e8
1907034,bedb224369cc16e8742b6f2dd3994928,66eab77810c22554f6a35fb03cbee24b
1928816,87c16bc2712267c892202c7b41673500,c30db42c68c0454ea29a842cf1afe985
2198892,38576d30a5de0c8c304944b83e008d18,2d1eb81066ac0006ce6ff941a3ac949b
2287799,a290ef75e71f7b9bbc9b20f50535db85,1c306e1768d1f5a09bfa453ac2d885f7
2293622,884c500169bdbd3fd130fe4a1d85ca6d,fb428c4ae2c91d2da70eb154d22eda2e
2329334,74a423481a81ba230192bb30337b9f55,46ea37e50c28275fae57751097399c88
2367608,3fc3ed6976bd6d7712ed037988a66519,0aa47c8bf699a0079225dca2e4c63cab
2491323,07f6e92478b385b0083eec9df2d3b263,ee213fede30c7e1b5a24c6a7c2df7f20
2509310,a0973d8a21237e42bdddea4469db866b,c88f191daaaaa49ad1db318553433c23
2568711,b10163e68dbdf0a3b14dd5cfa7f50660,f18e4aef8336a14620795e0845cfefa1
2577723,193e453bb95c4eba3bbae9201ac5e582,2fc6bc0ce7d88b7c90f16f22db3498e9
2620593,8d03d06d7c52389359d53b6d640c43d5,576e95735d25f771e80d294beedefc94
2729236,f96a24701506cf631b5ab22f4ec7d77a,46e7a48edeed5e4d5a49afd2bb64010e
2756323,21482e7afa9b7236e218ee0d320e1190,79184bfbd01de1a8c7d1b7635ffc47a1
2808009,959cc807f390328e6c83b5e37606d18d,684866fe59b5643a95d354c10458b0c9
2825279,2969074bc0db9af51052c089caad80f5,33d9569d76b663de438e8996ea15b982
2869549,fd5bfb7f32f6f3bb026a44f20053ab87,8420195e7fac6e03ade7b92f1dfc7ac7
2877905,50c9bac989e986b0165f743eeb50613b,d358bb736b8d6342c7555757fea352c2
3246698,604beb1f267057d85b18ca49dd55114e,ff1599dedd0dea8c68387c4650a5ecfe
3294133,2c857b5d9426f46f66d7f0894837c288,958c875ae64cf9dab2efdc1fd4f7a1a6
3495886,662fb84c4fa1a0ccbbc5bf452a7b2d90,702750200584e29fdce594af00498982
3615721,8bfe65800657721f0c47b9758b0f9f63,749af3410a777427d95c3f27e74f9c3d
3617544,a798fc9d8d7f432b2ce12a524e042272,465a713eb01782d1c419439805ad48f0
3780679,ed1a142738e03995591ab19c5f06eee2,9fd86b9dc25bf65682b2d4a7413a43c6
3988755,258948ed47b233d8c8ea971c8ffdf577,b789a484a73b1a86fb79a1420b2e773a
3996023,396810989cbd67320a330d6a781d5d1e,358f6996a533a2a35463ac17a814dbf9
4165146,8a89c78bab469ff32e0df3024e99075c,24213583dbe0b6d23510a22b60ac9854
4218551,d46bcb00afa921f9c1ed678e1dc6f92d,2778750540dba9abb77669f3cd5a313e
4352172,f6ab600bb60af934913186234c69689d,7c8111003eef45677088647ac10df2ce
4450789,22620a55afa829e000c8de69344a0f1a,30aad11b8ededa77c5afaca1db37312f
4550113,bb3828b2b1c3017cd66d01eef3673b27,78a92b434e0eefed27ef9c85321de13f
4618112,76e018b813081685f73d76326946844d,6a0d9c6d4be872431fe3d5c354ad0eae
4663120,28ad87ad16a7d0c153bc4c62beb596f2,74b08f609e2cf94afcb296f91dd6fcb3
4711065,79fca2d115fa981d2d7474ab35792ebe,cb1572589cf368df83a89bcd21eec6ff
4771653,16245c95d03b6f9eb2727f74cf36b28d,0ca45cd62de746cb8c78770de1440d3b
4781415,72876172f3e0216bc47fc05e6a4c32e8,8d589532379e11d72f388d55b16e6f0c
4961327,e6c7977a6f8a56aba7634c30042fc35e,6fd03f162403aaea1bcc7958ebba1f8a
5153865,c40aeb5f747c12146d075de9a70ea306,494437e572aa523f1e1735f54d57beac
5185647,6e64f040b2d69290ffbaa66113d56d87,feea90e5485db598474e346bf7fb5447
5305329,e08da927088e1cd40d528d2c6ea57a0d,d36e9d38ddf919a5b73e1fd6105742ff
5398265,8f5ed01e67fae077e9df10ca1ea80fde,f58a8371231811d0025be54d31b13618
5536781,16e049c0d6041edea165175cbaec3abc,835a968f473994740b8b6936170e8aae
5624184,f3a7910de2b1e5dae7d67ed8d4fa2d90,0e1077b54e6cae953e784bb92b0a7413
5715433,b10c1b473ce0887b1b6f3928469a573d,bd30c62000ecd674a606cba1bfcd478a
5717689,1e5071cb8329e26c985d799645bd2233,97ffd9dc90063501ec89dad29aeef4e0
5845058,d53a96ffb5f2858477bee195846dc37f,d0cbf4d8611b24922b8e79c1eb294601
5962281,7b3bc9d0aabe46867e4dc29747d4e6c8,e5c838e9de71305584f5bd70e189fab3
6004912,59d740d8bb96fa21a69f4458f3cfa259,1017f33571ba084bc0c89102f3f5f5bc
6178244,0f51399a19d4763dec8e52a1cd4a31cb,85b9025250dedbcda2387eac9721aed1
6268037,13258738d1576b71f6a49e81fa1fd905,e6a1298edb06f13f35fc31d478abb985
6353206,f6698eb3f1995199628f61a6197fd7bb,122465eae3917d1ae015df172cb3b077
6396555,4fe8dbb166d01be9a67d5b741ff62395,78be3f464eebde6bc4b4943613529a20
6401668,fe77beadd4feb940fe59af7dd4e4ebc6,91048b8ebfb60042325737e807ea81cb
6524180,04eae82e9a63114bce1821d10a6eb64a,f8e78302baf491adc0206c4b2367f55d
6525182,9f014e438f7dd3f700c7f3322a973321,902f94bb97f2851caddc985ce9de026c
6620670,68c56ba9f0d74b3e2abe7506b334e40a,ec5ed3c030bd5b3565d8e95bfd36d313
6786022,e024a8d5cd29898e159ab7a7610ca9dd,3225b1fc3654bb5d32129402b00cba7f
6901662,10925802aa79e5229c575d98cf65001e,ed867b05dc5da2a7fe6335e92a64587c
6994712,756e96cd98656cc5beeb20c4a8cdffd0,4dc95ec258e150a6879905cb75827ca7
7062542,42ca07514ca9e45598b4d820359e9ccb,c06d04c15df72154d4ad0532fa740fad
7083183,108202d9682300cf525002e0e361b279,59226686f1b86c8210dada82e093153a
7093245,4f4146077c9a59e5769beda7baa9a5e0,96ebf8e162a5a7465916663f76acad10
7104208,001e67098d0b42ef3515c96445b2fc71,cb20ec45ad9aebfcd24fb3c87d6ea992
7138783,6aaff023aa9bd2a6236fd30c41ae3270,5a11d48923f4f0b035cb4e7c70cf42e2
7143844,aa1f0e7d0a0bc8ae916c63448f365c69,ecece81d36d0a99c7637ff53640e51c9
7158546,4bcbe33d76f3623bbdad57ca687cbdb5,ee166daf45dc4e5e724f4884d31de353
7250821,0c84bdce1ab25e5ad2b8092e82498f56,d8c7f7bffff85d514be87c8a3b2f02ff
7265621,79c9cdf90cf2aba03f50cb847e77af96,31b32e372744c52b36ec5c54cabd4262
7331174,56b28fdce4e1b0b1d70660c1ca7b23db,7cee60cac4f32a0cedf1d2654f7ffae0
7353448,514b58d946333a3887a86d0650af7c47,59ba0d74ab72f316bdeece861bf2a8e9
7373261,b7d56f175290a29f1ed9d442645464c7,f1d25d607b223f03665a70c3b5e6213e
7382934,3862b2b4d9a0f27968ecbd03a35d258c,5ca86dc56c7cdaab6a9ccb72a7ccd372
7431958,5cbe3f8dd8d0ee62629af882fdffbe58,6b0c6f100f7a265c7f5897ad422b65cf
7505404,bee835dd5519a689b40e1a4df9b82de3,68d3fc944b19fd2324c0615fe8b4fede
7748595,91230a32f3c670886e5ffe8e4edf9173,2d09fd3144bd8fcc840e8f9a2c266d01
7853787,f1eed65e00a9bece7b1fc8972ab6fcf4,7292f331cc5ff5ed0b043048d8de5ec3
7927307,e1092737d34628a8a8b2b2e6c2b175d0,0baa7ce8d24457c9a5d227cefb7d8a3a
8005685,fffa9669697e3b19587b8b583efc840f,388e6d202215d2cc69653277dddb54a1
8051174,c48f5cba2137bce70e363ddda8f81672,bf6ce2aac1ae7f6ea7393dfe9724d9a3
8105407,b051a00f70f80fc04ba2ac4248a8710d,a035d3235f4873cf6900977742006330
8309162,4386282c653756f0e0ab82ccc99a43d7,64c7ed2744fb1d6f614257016bb5c11c
8362447,8e416865267b558c6977fd956827babc,299734d02bc2bdc645a82fb4837e77b6
8749952,6c17e7f1609ff4707c02d15cf9ca1a44,6ccd5600be0aa1962e2274e255936e16
8868168,202d21b827f470f2f0425993abf66aaa,1a9df8023d0c48d765ba22c205936fd6
8870773,724c7f382135412848c890d85b748bf5,2919417446664174862286846f19e2af
8935559,8710865681791269ec46570f18ad7843,2fde94a8977b82e2dcbdc9146c04fb04
9058714,e5121036e42c143e2fd236e8cef90ee4,d3d0b81fcfd83482c4e3a9aef6897308
9191919,c4ca0b1b41f7f4166f43725d71ba9701,a5c39f118fc16d49a9e19a606e5972a8
9216558,50e3d13222af284e07b1d216b109fe1e,1c2e51c42908d18115dd224287f9eb79
9259271,833eb386e45022b7fcfa2de31328c7a2,bd45227c35680ae7b6870d4be382be02
9412220,2f705a14814d767f69b05251dc077388,d6bdc7d1eac89122cdfddb66eecb5ae7
9517739,3b21ed1250c7bb9da3b7731222c7d978,3cc1e40e38d108fad18539eda72ae7b7
9528115,0b34909a47b2b89b7f51249a31811a6c,8a64da0a8a2b070101a3354ad0da6085
9551936,473c0d31a477ddd6b025251c1a042915,bd16ac28ca59c91de2d9281ce377a97d
9615117,20bf819d7e55f34db268520158786def,f6e879d83745f24ff4a10f49ddac44ea
9696383,0f0249f35d8dc1958ea3c9313f8c1199,ad5fb6530c9965ce3dc5a213d51a6864
9741729,f34436a0c2ba5d270f5a855bf5017d3e,998e45534bb3114bb69c233c9edea056
9756100,9a78891aca5513dede1aa651229cc545,b4554a3adae1e8ba8c6e414cba49d85b
9801424,f0d6d1dfeb6e19478ccab402bb5c8388,8d4ea281bf70fb02d126ddd2ba2ac1f4
9835516,74a9faa00d92ee20e4524dcd60594207,aae24cd6fe5b4637566216d8dedda8ee
9994088,a0a2557491f0e765e307f7d7f244cf4c,af74df39611920d8496550ba209ac8a2
10117079,3c8e2f5f2889b7cbcd9cd94c2f1c395a,aa31e4b40e25c48d3a12d6bbb55c40ec
10242333,15cf30555259f293a1bdac4f4a3f22d1,d2674e3a51a074a5605aa6f110d2eb0c
10313474,872648c19e4265cc79246e08748afd3c,ca50e3bf4d055510a320b21a04c7e670
10439848,cf8bc74a0683bc691dda3db3ee07c8d0,d2226ec8cd7668695f0c61f444a67c30
10442141,73854d37968a7f4dfd137414e53723c5,dd9803d88b64a5a3b04475f914c47e07
10477765,ac942d5154685f97fd2d9e3d1d6f3602,505814ad3f1e63a65dedfb8b07b9948e
10485954,5cdd20a89485c7b2f77bde59c51469c4,d3c4bfdb16c5be6091b0d90534ab7071
10561272,8acac4e0697be28d57359f0e6d4997c4,14d5bc884596add303e1267b34c17d98
10567773,240ecdcab7a1691e63326e1198675d27,af0b6999b96656ff8efad049d27cc1a4
10827476,ef0d0b5b294516a9db057dc60d8655e2,9f2d478b780fb34a05de0d02dc84d5d8
10861219,9fe9d2d1c8d3b977d4b684b0e949d85e,41a3addaf7a5097cd742059f10b7e0c3
10951439,8a3221133e099a763bd857c1340a3c76,2ecd16768ea117152e6f18fbbaaf2bd7
10998818,dfe10db6ea8ad5969d92e6849e4fc0ed,ee360cbdf31799e26e0fa4833d0d5b89
11015386,b0ae5b8316da30df9752042d3deba926,a0deb21307d5c535358b4eb34fff2efc
11018910,27638b7d393fae6f9f3db939e8820111,9d0ad3294fe967d671ad97279e76a519
11037979,8f780323a46599423c00ad3d48c9d338,473654981559104a408cc108fa79c7f5
11201098,4405d107cdd898941a9f6e9638638294,0f2ee32ba52b3d5c23ba9b230fc59054
11216616,81d9eb25e61672450ef44be131b3b45b,6be7dd94d737013cebfe793690e8ce4c
11233354,35ab4e62ba6b7228c52a4e2c7086e005,6da1127143c91949082819e84edc6784
